path,name,class,plant,disease,width,height,mode,mean_r,mean_g,mean_b,brightness,contrast,sharpness,file_size(KB)
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\37fbacb5-ed9d-48f2-bf19-37656ff7c317___JR_B.Spot 3307.JPG",37fbacb5-ed9d-48f2-bf19-37656ff7c317___JR_B.Spot 3307.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,116.72073364257812,120.47904968261719,111.33613586425781,118.31753540039062,47.53996283689303,44.09088134765625,18176
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\380d0458-2f1e-432c-8adf-614143cba968___JR_B.Spot 8980.JPG",380d0458-2f1e-432c-8adf-614143cba968___JR_B.Spot 8980.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,125.04443359375,128.61117553710938,106.92251586914062,125.08683776855469,40.9093054310075,41.62355041503906,17764
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\384a0470-30f4-4f8a-bbc2-f2e2102b82dc___JR_B.Spot 3388.JPG",384a0470-30f4-4f8a-bbc2-f2e2102b82dc___JR_B.Spot 3388.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,121.53327941894531,123.15545654296875,94.95889282226562,119.46112060546875,50.72207804579093,38.72657775878906,17501
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\389480c3-0209-45e3-b3ee-2447b22de68f___JR_B.Spot 9016.JPG",389480c3-0209-45e3-b3ee-2447b22de68f___JR_B.Spot 9016.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,123.24996948242188,125.05096435546875,97.96914672851562,121.42221069335938,38.85282072534709,40.982330322265625,17825
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\38caf650-d4c8-483d-a75d-b20f12629563___JR_B.Spot 3161.JPG",38caf650-d4c8-483d-a75d-b20f12629563___JR_B.Spot 3161.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,102.09385681152344,112.21705627441406,94.84638977050781,107.21430969238281,55.15811747408048,27.975753784179688,14400
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\39875cb8-3958-46b9-a9dc-f810f353af5a___JR_B.Spot 3321.JPG",39875cb8-3958-46b9-a9dc-f810f353af5a___JR_B.Spot 3321.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,112.97943115234375,119.50599670410156,108.75454711914062,116.34268188476562,53.69397431708463,53.97607421875,20600
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\39a17538-d200-4dac-8dad-d76566b6b199___NREC_B.Spot 9173.JPG",39a17538-d200-4dac-8dad-d76566b6b199___NREC_B.Spot 9173.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,105.13827514648438,113.39347839355469,93.83061218261719,108.73233032226562,54.05664264163849,47.03706359863281,19135
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\39d02156-2d42-4927-aab3-20dd59810f69___NREC_B.Spot 9075.JPG",39d02156-2d42-4927-aab3-20dd59810f69___NREC_B.Spot 9075.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,124.41787719726562,135.76174926757812,112.91148376464844,129.7616729736328,55.27422765697575,33.384307861328125,14998
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3a03526d-0bf4-4898-9f0f-8a9c31afd3eb___JR_B.Spot 3380.JPG",3a03526d-0bf4-4898-9f0f-8a9c31afd3eb___JR_B.Spot 3380.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,128.0292205810547,128.3837127685547,99.76943969726562,125.02644348144531,43.316735645673624,50.13177490234375,20527
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3a041cb2-cd43-4fcf-8f84-f559d40f1bd8___JR_B.Spot 9101.JPG",3a041cb2-cd43-4fcf-8f84-f559d40f1bd8___JR_B.Spot 9101.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,143.11973571777344,142.02902221679688,99.64447021484375,137.50408935546875,34.769472422301995,19.69927978515625,12666
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3a56f122-0d06-45c2-bc2b-0636d42a7545___JR_B.Spot 9088.JPG",3a56f122-0d06-45c2-bc2b-0636d42a7545___JR_B.Spot 9088.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,140.33746337890625,141.18527221679688,102.52041625976562,136.54127502441406,26.506612377697387,35.237823486328125,15670
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3af826c4-e8d8-472f-b4cf-d1a34bc2cd35___NREC_B.Spot 9051.JPG",3af826c4-e8d8-472f-b4cf-d1a34bc2cd35___NREC_B.Spot 9051.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,102.90959167480469,107.98501586914062,94.04939270019531,104.86271667480469,56.98021125102534,45.16755676269531,18250
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3b03d630-d2a3-4c76-9c95-0783b50895d8___NREC_B.Spot 9168.JPG",3b03d630-d2a3-4c76-9c95-0783b50895d8___NREC_B.Spot 9168.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,112.94708251953125,118.654296875,98.77334594726562,114.67485046386719,60.06715149758673,28.284423828125,14390
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3b3fcf17-b337-4548-b27f-f2b501c035c0___NREC_B.Spot 1942.JPG",3b3fcf17-b337-4548-b27f-f2b501c035c0___NREC_B.Spot 1942.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,121.27627563476562,116.99485778808594,91.77751159667969,115.36824035644531,58.24861113965778,49.54219055175781,19981
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3b58322b-64c3-4354-8612-93a6f50a096e___JR_B.Spot 3291.JPG",3b58322b-64c3-4354-8612-93a6f50a096e___JR_B.Spot 3291.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,125.87016296386719,129.61610412597656,81.38484191894531,123.01803588867188,40.7623292362607,44.94947814941406,18795
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3b9a94fb-856a-4576-94e3-6c16bf01118f___JR_B.Spot 8956.JPG",3b9a94fb-856a-4576-94e3-6c16bf01118f___JR_B.Spot 8956.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,127.91212463378906,132.62400817871094,113.3265380859375,129.03321838378906,42.01139907253914,47.21601867675781,18533
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3bb93b52-4419-4882-9a35-0533f48757df___JR_B.Spot 3311.JPG",3bb93b52-4419-4882-9a35-0533f48757df___JR_B.Spot 3311.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,113.09919738769531,121.74705505371094,100.88887023925781,116.75205993652344,62.66280726455469,63.68632507324219,24431
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3bf80a4f-7a2b-4cdf-a93f-dfa12ddb4128___NREC_B.Spot 9233.JPG",3bf80a4f-7a2b-4cdf-a93f-dfa12ddb4128___NREC_B.Spot 9233.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,123.28274536132812,124.09521484375,113.5650634765625,122.71055603027344,49.458552806356266,48.30696105957031,18790
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3c237d3f-7242-4009-a08a-b4eb7cd662fc___NREC_B.Spot 1969.JPG",3c237d3f-7242-4009-a08a-b4eb7cd662fc___NREC_B.Spot 1969.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,120.60086059570312,118.56173706054688,90.38580322265625,115.94721984863281,51.822247690881895,41.916229248046875,17754
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3cc682be-f9eb-4464-a385-7265d8871b03___NREC_B.Spot 1865.JPG",3cc682be-f9eb-4464-a385-7265d8871b03___NREC_B.Spot 1865.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,115.47053527832031,113.5643310546875,88.66226196289062,111.28390502929688,64.47246675494543,43.52012634277344,18230
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3d0ebe4c-591f-490f-b389-cd8f424acbba___JR_B.Spot 9041.JPG",3d0ebe4c-591f-490f-b389-cd8f424acbba___JR_B.Spot 9041.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,111.1348876953125,119.53872680664062,98.87290954589844,114.6810302734375,45.904208124082515,33.558349609375,15244
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3d203d3a-3614-4ddf-9956-0c6a12208c7e___JR_B.Spot 3391.JPG",3d203d3a-3614-4ddf-9956-0c6a12208c7e___JR_B.Spot 3391.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,120.93797302246094,125.15571594238281,120.9666748046875,123.43304443359375,40.9678680672257,45.224365234375,18162
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3d5f977b-126e-4c4b-b6c2-5d81a69cf2d0___JR_B.Spot 3220.JPG",3d5f977b-126e-4c4b-b6c2-5d81a69cf2d0___JR_B.Spot 3220.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,130.158935546875,125.61520385742188,89.47337341308594,122.92973327636719,44.185307069265946,51.137115478515625,20854
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3d6a3d51-8a9f-42ff-b4bf-299778c3e0a8___JR_B.Spot 3184.JPG",3d6a3d51-8a9f-42ff-b4bf-299778c3e0a8___JR_B.Spot 3184.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,117.57638549804688,127.47517395019531,101.05271911621094,121.50370788574219,49.53918864734788,42.6341552734375,18364
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3d87a319-d032-4bac-9b6c-0160a23531b9___NREC_B.Spot 1853.JPG",3d87a319-d032-4bac-9b6c-0160a23531b9___NREC_B.Spot 1853.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,110.37544250488281,109.70257568359375,84.17686462402344,106.99287414550781,57.442278697501685,45.65605163574219,18994
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3da16030-36bd-4866-826f-70945a9f8b60___JR_B.Spot 8934.JPG",3da16030-36bd-4866-826f-70945a9f8b60___JR_B.Spot 8934.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,131.68206787109375,139.34730529785156,109.93002319335938,133.73297119140625,34.47963633207206,36.3466796875,15493
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3dcf00d5-a9c0-4920-8767-2355f3f85bc4___NREC_B.Spot 9218.JPG",3dcf00d5-a9c0-4920-8767-2355f3f85bc4___NREC_B.Spot 9218.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,117.29161071777344,121.19097900390625,108.34814453125,118.61776733398438,52.13970770090964,42.882415771484375,17747
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3ddc56a6-7b13-43ae-841a-c6f6818d001b___JR_B.Spot 3190.JPG",3ddc56a6-7b13-43ae-841a-c6f6818d001b___JR_B.Spot 3190.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,157.04705810546875,156.800537109375,123.22187805175781,153.08837890625,54.44968353955422,23.009918212890625,13387
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3df25df9-50f7-4430-8853-0ab2d3ca2579___JR_B.Spot 9083.JPG",3df25df9-50f7-4430-8853-0ab2d3ca2579___JR_B.Spot 9083.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,131.4808349609375,139.41831970214844,114.13580322265625,134.1609344482422,43.051505469317306,46.26164245605469,18915
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3e71a4e5-32e9-404e-815c-95208f7a79fd___JR_B.Spot 3258.JPG",3e71a4e5-32e9-404e-815c-95208f7a79fd___JR_B.Spot 3258.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,124.11720275878906,132.46881103515625,114.36952209472656,127.92381286621094,50.84833108384046,54.73097229003906,21367
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3ecf6ae1-56d9-47c0-bedb-af7954dbc3c6___JR_B.Spot 8953.JPG",3ecf6ae1-56d9-47c0-bedb-af7954dbc3c6___JR_B.Spot 8953.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,149.93263244628906,159.4464569091797,135.2636260986328,153.86949157714844,40.16924088441647,38.559051513671875,16642
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3f365db3-6af8-4113-97f1-1c8771cab676___NREC_B.Spot 1789.JPG",3f365db3-6af8-4113-97f1-1c8771cab676___NREC_B.Spot 1789.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,103.67938232421875,105.11412048339844,84.02748107910156,102.28614807128906,58.08781190039804,52.79545593261719,20170
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3f436076-8f23-46e8-a730-08bffac34ea4___JR_B.Spot 3379.JPG",3f436076-8f23-46e8-a730-08bffac34ea4___JR_B.Spot 3379.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,111.70521545410156,120.4959716796875,102.43659973144531,115.83615112304688,60.52930574107631,56.055877685546875,22032
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3f4bec2b-fc05-4b3a-89aa-36960c25ecd1___JR_B.Spot 3207.JPG",3f4bec2b-fc05-4b3a-89aa-36960c25ecd1___JR_B.Spot 3207.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,102.16912841796875,113.87265014648438,91.1617431640625,107.78657531738281,53.70719018589261,40.26518249511719,17925
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3fdbfdf3-ae31-49eb-8012-04cb4d3fc051___NREC_B.Spot 1973.JPG",3fdbfdf3-ae31-49eb-8012-04cb4d3fc051___NREC_B.Spot 1973.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,110.8563232421875,112.28700256347656,84.74662780761719,108.69932556152344,54.09438978431062,46.367156982421875,19036
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\3ff12256-cb79-4a74-8c2f-2df51b31d646___NREC_B.Spot 9242.JPG",3ff12256-cb79-4a74-8c2f-2df51b31d646___NREC_B.Spot 9242.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,107.60719299316406,114.70213317871094,98.31385803222656,110.75160217285156,48.990238903990395,56.065032958984375,21174
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\4040f0a8-b1e5-47e9-b8ad-521818bf8c52___NREC_B.Spot 9202.JPG",4040f0a8-b1e5-47e9-b8ad-521818bf8c52___NREC_B.Spot 9202.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,103.77299499511719,108.92625427246094,95.59043884277344,105.9256591796875,51.70881876471406,55.4853515625,20559
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\411c6355-117b-4762-80d9-d78556c4e9a1___NREC_B.Spot 1815.JPG",411c6355-117b-4762-80d9-d78556c4e9a1___NREC_B.Spot 1815.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,108.08938598632812,106.55027770996094,78.85771179199219,103.83930969238281,58.824459698955685,50.37437438964844,20722
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\41410a16-32af-4080-92a7-fd2869d5b48d___JR_B.Spot 9085.JPG",41410a16-32af-4080-92a7-fd2869d5b48d___JR_B.Spot 9085.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,138.01805114746094,137.14794921875,99.01956176757812,133.0247039794922,30.16538959528083,41.59730529785156,17195
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\418e8c33-046a-4056-99a6-83f20ba017fa___JR_B.Spot 3300.JPG",418e8c33-046a-4056-99a6-83f20ba017fa___JR_B.Spot 3300.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,106.92578125,111.90785217285156,99.28523254394531,108.99383544921875,55.300613282584436,29.845947265625,14185
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\41b580cc-85f0-42c5-aafc-d640ab727081___JR_B.Spot 8950.JPG",41b580cc-85f0-42c5-aafc-d640ab727081___JR_B.Spot 8950.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,117.48628234863281,126.326904296875,105.08381652832031,121.28562927246094,49.87643029870487,39.603790283203125,16889
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\41b84d9f-07b5-49a9-b928-b9be65ea5e3d___JR_B.Spot 3153.JPG",41b84d9f-07b5-49a9-b928-b9be65ea5e3d___JR_B.Spot 3153.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,119.86407470703125,121.09635925292969,116.50874328613281,120.23802185058594,49.68755836295718,27.815292358398438,14058
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\41c041c0-d17a-4be1-b2b8-a46a816fbda5___NREC_B.Spot 9192.JPG",41c041c0-d17a-4be1-b2b8-a46a816fbda5___NREC_B.Spot 9192.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,108.53953552246094,116.60939025878906,89.73335266113281,111.1358642578125,59.0092673396976,36.059967041015625,17227
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\41da62b7-c3af-4604-aaa5-c457356e04bd___JR_B.Spot 9034.JPG",41da62b7-c3af-4604-aaa5-c457356e04bd___JR_B.Spot 9034.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,109.68222045898438,117.30874633789062,91.829833984375,112.12326049804688,41.6850981107862,33.69337463378906,15702
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\41f3e9be-44a8-42b1-9654-8e7127bfc57e___JR_B.Spot 9048.JPG",41f3e9be-44a8-42b1-9654-8e7127bfc57e___JR_B.Spot 9048.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,123.927734375,128.5785675048828,105.01083374023438,124.44847106933594,43.11853155512693,40.502899169921875,17237
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B.Spot 3275.JPG",41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B.Spot 3275.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,146.2289581298828,152.43711853027344,108.8265380859375,145.60699462890625,60.336792761086556,41.73051452636719,18307
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\42268507-28e9-4fb2-bd74-a2afdb3eebfa___JR_B.Spot 3240.JPG",42268507-28e9-4fb2-bd74-a2afdb3eebfa___JR_B.Spot 3240.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,120.89666748046875,130.58287048339844,113.97392272949219,125.79022216796875,47.43596950861367,55.75091552734375,21225
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\423247c0-70c3-4d41-b22f-33071ee36a7a___JR_B.Spot 3246.JPG",423247c0-70c3-4d41-b22f-33071ee36a7a___JR_B.Spot 3246.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,109.58308410644531,117.81587219238281,91.2713623046875,112.29051208496094,52.69854134676903,46.32432556152344,19627
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\424602ec-36eb-425c-8bd9-73be3e544cf2___NREC_B.Spot 9251.JPG",424602ec-36eb-425c-8bd9-73be3e544cf2___NREC_B.Spot 9251.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,114.53654479980469,118.62486267089844,100.34970092773438,115.33500671386719,51.443351911850264,38.197296142578125,16757
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\42b527a8-b3a7-47ae-981b-91727cd2f7e5___JR_B.Spot 3306.JPG",42b527a8-b3a7-47ae-981b-91727cd2f7e5___JR_B.Spot 3306.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,111.35084533691406,119.10426330566406,105.17732238769531,115.22962951660156,60.85114064277116,25.460098266601562,13272
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\42ec2c4f-8cb7-47b2-ba27-0950b0b18395___NREC_B.Spot 9143.JPG",42ec2c4f-8cb7-47b2-ba27-0950b0b18395___NREC_B.Spot 9143.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,105.61135864257812,111.74331665039062,93.92669677734375,107.90458679199219,53.70256559486804,55.360687255859375,21283
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\42ef264d-f255-4674-885a-0921a0e7f649___JR_B.Spot 9022.JPG",42ef264d-f255-4674-885a-0921a0e7f649___JR_B.Spot 9022.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,112.66558837890625,115.91648864746094,95.28192138671875,112.60037231445312,46.61589550495163,41.10755920410156,17586
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\4307f7a4-e666-40ee-a2b5-ff9c4e3e70e1___JR_B.Spot 3109.JPG",4307f7a4-e666-40ee-a2b5-ff9c4e3e70e1___JR_B.Spot 3109.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,122.77392578125,124.91499328613281,106.18215942382812,122.14236450195312,67.86676320932577,28.22467041015625,14452
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\435993b8-c7f7-47fd-85ad-bdb04ab3e8bb___JR_B.Spot 8976.JPG",435993b8-c7f7-47fd-85ad-bdb04ab3e8bb___JR_B.Spot 8976.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,133.82362365722656,139.86990356445312,115.88786315917969,135.3590545654297,41.99026123616461,26.318084716796875,13744
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\4396fc84-fea6-4cfd-a352-01241e44efda___NREC_B.Spot 1927.JPG",4396fc84-fea6-4cfd-a352-01241e44efda___NREC_B.Spot 1927.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,118.13543701171875,118.66426086425781,91.72419738769531,115.42448425292969,54.669379569450605,47.332763671875,19244
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\43aa27d3-3a37-4245-8b20-984512abfc6c___JR_B.Spot 3386.JPG",43aa27d3-3a37-4245-8b20-984512abfc6c___JR_B.Spot 3386.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,119.71040344238281,123.03620910644531,93.869384765625,118.74150085449219,48.566096269705426,29.198699951171875,15185
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG",43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,121.40158081054688,126.60261535644531,104.97048950195312,122.58901977539062,43.21955261299543,43.44395446777344,17749
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\4420dd15-6c5f-4631-b21e-7db8fa5bd405___JR_B.Spot 3290.JPG",4420dd15-6c5f-4631-b21e-7db8fa5bd405___JR_B.Spot 3290.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,133.5520477294922,135.75677490234375,96.42520141601562,130.643310546875,52.032541513881434,46.38104248046875,19216
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\442f9778-71fb-43c6-9b97-e11f6525a0f3___JR_B.Spot 3177.JPG",442f9778-71fb-43c6-9b97-e11f6525a0f3___JR_B.Spot 3177.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,118.60421752929688,128.21385192871094,98.23077392578125,121.92866516113281,47.00834541244734,41.918914794921875,18165
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\4434e395-4f3d-435d-9101-ece6be005fd6___JR_B.Spot 8928.JPG",4434e395-4f3d-435d-9101-ece6be005fd6___JR_B.Spot 8928.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,128.7646484375,136.6544952392578,115.63082885742188,131.9392547607422,37.065077832216815,45.190155029296875,17956
"d:\2026-2027\computer-vision\plantvillage_dataset/color/Pepper,_bell___Bacterial_spot\447735c7-b650-4ef6-a53b-8fb661470de3___JR_B.Spot 3370.JPG",447735c7-b650-4ef6-a53b-8fb661470de3___JR_B.Spot 3370.JPG,"Pepper,_bell___Bacterial_spot","Pepper,",Bacterial_spot,256,256,RGB,107.61907958984375,129.5101776123047,91.88401794433594,118.66728210449219,21.104759166381267,17.136581420898438,11325
